level	batch	reading_id	word	reading	meaning	han_viet
n2_advanced_drafts	batch_0471_0480	R_0477	文化人類学者	ぶんかじんるいがくしゃ	nhà nhân học văn hóa	Văn Hóa Nhân Loại Học Giả
n2_advanced_drafts	batch_0471_0480	R_0477	規制	きせい	kiểm soát, điều tiết	Quy Chế
n2_advanced_drafts	batch_0471_0480	R_0477	良心の呵責	りょうしんのかしゃく	sự cắn rứt lương tâm	Lương Tâm Hô Trách
n2_advanced_drafts	batch_0471_0480	R_0477	比重	ひじゅう	tỷ trọng, mức độ ưu tiên	Bỉ Trọng
n2_advanced_drafts	batch_0471_0480	R_0477	連帯的	れんたいてき	mang tính liên đới, tập thể	Liên Đới Đích
n2_advanced_drafts	batch_0471_0480	R_0477	結束	けっそく	sự gắn kết, đoàn kết	Kết Thúc
n2_advanced_drafts	batch_0471_0480	R_0477	自律性	じりつせい	tính tự chủ, tự lập	Tự Luật Tính
n2_advanced_drafts	batch_0471_0480	R_0477	懺悔	ざんげ	sám hối, thú tội	Sám Hối
n2_advanced_drafts	batch_0471_0480	R_0477	逸脱	いつだつ	vi phạm, lệch chuẩn	Dật Thoát
n2_advanced_drafts	batch_0471_0480	R_0477	外部制裁	がいぶせいさい	chế tài bên ngoài, hình phạt từ bên ngoài	Ngoại Bộ Chế Tài
n2_advanced_drafts	batch_0471_0480	R_0477	自己検閲	じこけんえつ	tự kiểm duyệt	Tự Kỉ Kiểm Duyệt
n2_advanced_drafts	batch_0471_0480	R_0477	匿名性	とくめいせい	tính ẩn danh	Nặc Danh Tính
n2_advanced_drafts	batch_0471_0480	R_0477	洞察	どうさつ	sự quan sát sâu sắc, nhận thức sâu	Động Sát
n2_advanced_drafts	batch_0471_0480	R_0477	行動様式	こうどうようしき	phương thức hành xử, kiểu hành vi	Hành Động Dạng Thức
n2_advanced_drafts	batch_0471_0480	R_0477	異文化間	いぶんかかん	liên văn hóa, giữa các nền văn hóa	Dị Văn Hóa Gian
n2_advanced_drafts	batch_0471_0480	R_0478	仮名文字	かなもじ	chữ kana (hiragana/katakana)	Giả Danh Văn Tự
n2_advanced_drafts	batch_0471_0480	R_0478	章段	しょうだん	chương đoạn (đơn vị trong tùy bút)	Chương Đoạn
n2_advanced_drafts	batch_0471_0480	R_0478	詠嘆	えいたん	tiếng thở dài tán thán, ngâm ngợi	Vịnh Thán
n2_advanced_drafts	batch_0471_0480	R_0478	機知	きち	sự thông minh, trí tuệ linh hoạt	Ki Tri
n2_advanced_drafts	batch_0471_0480	R_0478	儚さ	はかなさ	sự phù du, mong manh	Mộng
n2_advanced_drafts	batch_0471_0480	R_0478	余情	よじょう	dư tình, cảm xúc còn lại sau khi đọc	Dư Tình
n2_advanced_drafts	batch_0471_0480	R_0478	余韻	よいん	dư âm, âm vang kéo dài	Dư Vận
n2_advanced_drafts	batch_0471_0480	R_0478	精髄	せいずい	tinh túy, cốt lõi	Tinh Tủy
n2_advanced_drafts	batch_0471_0480	R_0478	随筆	ずいひつ	tùy bút, văn xuôi tự do	Tùy Bút
n2_advanced_drafts	batch_0471_0480	R_0478	些細	ささい	nhỏ nhặt, vụn vặt	Ta Tế
n2_advanced_drafts	batch_0471_0480	R_0478	情念	じょうねん	tình cảm mãnh liệt, dục vọng	Tình Niệm
n2_advanced_drafts	batch_0471_0480	R_0478	言葉の綾	ことばのあや	tầng lớp ngôn từ, vẻ đẹp tinh tế của lời văn	Ngôn Diệp Lăng
n2_advanced_drafts	batch_0471_0480	R_0478	追随	ついずい	bắt kịp, sánh kịp	Truy Tùy
n2_advanced_drafts	batch_0471_0480	R_0478	稀有	けう	hiếm có, quý hiếm	Hi Hữu
n2_advanced_drafts	batch_0471_0480	R_0479	里山	さとやま	satoyama, vùng núi rừng tiếp giáp làng mạc	Lí San
n2_advanced_drafts	batch_0471_0480	R_0479	生態系	せいたいけい	hệ sinh thái	Sanh Thái Hệ
n2_advanced_drafts	batch_0471_0480	R_0479	薪	まき	củi đốt	Tân
n2_advanced_drafts	batch_0471_0480	R_0479	炭	すみ	than củi	Thán
n2_advanced_drafts	batch_0471_0480	R_0479	モザイク状	モザイクじょう	dạng khảm ghép, mosaic	Trạng
n2_advanced_drafts	batch_0471_0480	R_0479	担い手	にないて	người đảm nhận, người gánh vác	Đam Thủ
n2_advanced_drafts	batch_0471_0480	R_0479	繁茂する	はんもする	phát triển tràn lan (nói về thực vật)	Phồn Mậu
n2_advanced_drafts	batch_0471_0480	R_0479	生物多様性	せいぶつたようせい	đa dạng sinh học	Sanh Vật Đa Dạng Tính
n2_advanced_drafts	batch_0471_0480	R_0479	間伐	かんばつ	tỉa thưa cây rừng	Gian Phạt
n2_advanced_drafts	batch_0471_0480	R_0479	植生	しょくせい	thảm thực vật	Thực Sanh
n2_advanced_drafts	batch_0471_0480	R_0479	外来種	がいらいしゅ	loài ngoại lai	Ngoại Lai Chủng
n2_advanced_drafts	batch_0471_0480	R_0479	生物相	せいぶつそう	quần xã sinh vật, hệ sinh vật	Sanh Vật Tương
n2_advanced_drafts	batch_0471_0480	R_0479	生態系サービス	せいたいけいサービス	dịch vụ hệ sinh thái	Sanh Thái Hệ
n2_advanced_drafts	batch_0471_0480	R_0479	原風景	げんふうけい	nguyên phong cảnh, cảnh quan gốc trong ký ức	Nguyên Phong Cảnh
n2_advanced_drafts	batch_0471_0480	R_0479	縮図	しゅくず	hình mẫu thu nhỏ, thu nhỏ của cái gì đó	Súc Đồ
n2_advanced_drafts	batch_0471_0480	R_0480	爛熟	らんじゅく	chín muồi rực rỡ, đạt đỉnh cao phát triển	Lạn Thục
n2_advanced_drafts	batch_0471_0480	R_0480	変貌を遂げる	へんぼうをとげる	hoàn tất sự biến đổi, lột xác hoàn toàn	Biến Bạo Toại
n2_advanced_drafts	batch_0471_0480	R_0480	鮮烈	せんれつ	rực rỡ, mãnh liệt, ấn tượng sâu sắc	Tiên Liệt
n2_advanced_drafts	batch_0471_0480	R_0480	摺師	すりし	thợ in mộc bản	Lạp Sư
n2_advanced_drafts	batch_0471_0480	R_0480	彫師	ほりし	thợ khắc gỗ	Điêu Sư
n2_advanced_drafts	batch_0471_0480	R_0480	叙情的	じょじょうてき	trữ tình, giàu cảm xúc	Tự Tình Đích
n2_advanced_drafts	batch_0471_0480	R_0480	大首絵	おおくびえ	tranh chân dung đầu lớn (thể loại ukiyo-e)	Đại Thủ Hội
n2_advanced_drafts	batch_0471_0480	R_0480	台頭	たいとう	sự trỗi dậy, nổi lên	Thai Đầu
n2_advanced_drafts	batch_0471_0480	R_0480	ジャポニスム	ジャポニスム	Japonisme, trào lưu ảnh hưởng của nghệ thuật Nhật Bản tại châu Âu	
n2_advanced_drafts	batch_0471_0480	R_0480	余白	よはく	khoảng trống (trong bố cục nghệ thuật)	Dư Bạch
n2_advanced_drafts	batch_0471_0480	R_0480	逆説的	ぎゃくせつてき	nghịch lý, mang tính mâu thuẫn	Nghịch Thuyết Đích
n2_advanced_drafts	batch_0471_0480	R_0480	郷愁	きょうしゅう	nỗi hoài hương, tâm trạng nhớ cội nguồn	Hương Sầu
n2_advanced_drafts	batch_0481_0490	R_0481	カイゼン	カイゼン	cải tiến (Kaizen — thuật ngữ quản lý toàn cầu hoá từ tiếng Nhật)	
n2_advanced_drafts	batch_0481_0490	R_0481	浸透	しんとう	thâm nhập, lan rộng	Tẩm Thấu
n2_advanced_drafts	batch_0481_0490	R_0481	経営哲学	けいえいてつがく	triết lý quản lý	Kinh Doanh Triết Học
n2_advanced_drafts	batch_0481_0490	R_0481	現場主義	げんばしゅぎ	chủ nghĩa hiện trường, coi trọng thực tế sản xuất	Hiện Tràng Chủ Nghĩa
n2_advanced_drafts	batch_0481_0490	R_0481	文化的摩擦	ぶんかてきまさつ	ma sát văn hoá	Văn Hóa Đích Ma Sát
n2_advanced_drafts	batch_0481_0490	R_0481	心理的安全性	しんりてきあんぜんせい	sự an toàn tâm lý (psychological safety)	Tâm Lí Đích An Toàn Tính
n2_advanced_drafts	batch_0481_0490	R_0481	ボトルネック	ボトルネック	điểm nghẽn, nút thắt cổ chai	
n2_advanced_drafts	batch_0481_0490	R_0481	暗黙知	あんもくち	tri thức ngầm, kiến thức ẩn (tacit knowledge)	Ám Mặc Tri
n2_advanced_drafts	batch_0481_0490	R_0481	現地適応	げんちてきおう	thích nghi địa phương, bản địa hoá	Hiện Địa Thích Ứng
n2_advanced_drafts	batch_0481_0490	R_0481	権限委譲	けんげんいじょう	trao quyền, uỷ quyền	Quyền Hạn Ủy Nhượng
n2_advanced_drafts	batch_0481_0490	R_0481	文化越境	ぶんかえっきょう	vượt biên văn hoá	Văn Hóa Việt Cảnh
n2_advanced_drafts	batch_0481_0490	R_0481	再解釈	さいかいしゃく	tái giải thích	Tái Giải Thích
n2_advanced_drafts	batch_0481_0490	R_0481	トップダウン型	トップダウンがた	kiểu từ trên xuống (top-down)	Hình
n2_advanced_drafts	batch_0481_0490	R_0482	文豪	ぶんごう	văn hào, đại văn hào	Văn Hào
n2_advanced_drafts	batch_0481_0490	R_0482	自我	じが	bản ngã, cái tôi	Tự Ngã
n2_advanced_drafts	batch_0481_0490	R_0482	個人主義	こじんしゅぎ	chủ nghĩa cá nhân	Cá Nhân Chủ Nghĩa
n2_advanced_drafts	batch_0481_0490	R_0482	葛藤	かっとう	mâu thuẫn nội tâm, giằng xé	Cát Đằng
n2_advanced_drafts	batch_0481_0490	R_0482	官僚	かんりょう	quan chức, viên chức nhà nước	Quan Liêu
n2_advanced_drafts	batch_0481_0490	R_0482	実存的	じつぞんてき	thuộc về hiện sinh, mang tính hiện sinh	Thực Tồn Đích
n2_advanced_drafts	batch_0481_0490	R_0482	矛盾	むじゅん	mâu thuẫn	Mâu Thuẫn
n2_advanced_drafts	batch_0481_0490	R_0482	詩稿	しこう	bản thảo thơ	Thi Cảo
n2_advanced_drafts	batch_0481_0490	R_0482	推敲	すいこう	chỉnh sửa, trau chuốt văn chương	Thôi Xao
n2_advanced_drafts	batch_0481_0490	R_0482	相克	そうこく	xung đột lẫn nhau, mâu thuẫn đối lập	Tương Khắc
n2_advanced_drafts	batch_0481_0490	R_0482	精神史	せいしんし	lịch sử tinh thần, lịch sử tư tưởng	Tinh Thần Sử
n2_advanced_drafts	batch_0481_0490	R_0482	知識人	ちしきじん	trí thức	Tri Thức Nhân
n2_advanced_drafts	batch_0481_0490	R_0482	逸話	いつわ	giai thoại, câu chuyện ngoài lề	Dật Thoại
n2_advanced_drafts	batch_0481_0490	R_0482	普遍的	ふへんてき	mang tính phổ quát, toàn cầu	Phổ Biến Đích
n2_advanced_drafts	batch_0481_0490	R_0483	非対称	ひたいしょう	bất đối xứng	Phi Đối Xưng
n2_advanced_drafts	batch_0481_0490	R_0483	根強い	ねづよい	dai dẳng, ăn sâu	Căn Cường
n2_advanced_drafts	batch_0481_0490	R_0483	内面化	ないめんか	sự nội tâm hóa, tiếp thu vào bên trong	Nội Diện Hóa
n2_advanced_drafts	batch_0481_0490	R_0483	過干渉	かかんしょう	sự can thiệp quá mức	Quá Kiền Thiệp
n2_advanced_drafts	batch_0481_0490	R_0483	核家族化	かくかぞくか	xu hướng gia đình hạt nhân hóa	Hạch Gia Tộc Hóa
n2_advanced_drafts	batch_0481_0490	R_0483	希薄化	きはくか	sự trở nên lỏng lẻo, loãng đi	Hi Bạc Hóa
n2_advanced_drafts	batch_0481_0490	R_0483	遅々として	ちちとして	chậm chạp, ỳ ạch	Trì
n2_advanced_drafts	batch_0481_0490	R_0483	抜本的	ばっぽんてき	triệt để, tận gốc rễ	Bạt Bản Đích
n2_advanced_drafts	batch_0481_0490	R_0483	財源	ざいげん	nguồn tài chính, nguồn vốn	Tài Nguyên
n2_advanced_drafts	batch_0481_0490	R_0483	有機的	ゆうきてき	hữu cơ, liên kết chặt chẽ	Hữu Ki Đích
n2_advanced_drafts	batch_0481_0490	R_0483	少子化	しょうしか	tình trạng giảm sinh, ít con	Thiểu Tử Hóa
n2_advanced_drafts	batch_0481_0490	R_0483	保育インフラ	ほいくインフラ	cơ sở hạ tầng nhà trẻ, chăm sóc trẻ em	Bảo Dục
n2_advanced_drafts	batch_0481_0490	R_0483	逆説	ぎゃくせつ	nghịch lý	Nghịch Thuyết
n2_advanced_drafts	batch_0481_0490	R_0483	営み	いとなみ	hoạt động, công việc (trang trọng)	Doanh
n2_advanced_drafts	batch_0481_0490	R_0484	受験戦争	じゅけんせんそう	cuộc chiến thi cử, nạn thi cử căng thẳng	Thụ Nghiệm Chiến Tranh
n2_advanced_drafts	batch_0481_0490	R_0484	受験地獄	じゅけんじごく	địa ngục thi cử	Thụ Nghiệm Địa Ngục
n2_advanced_drafts	batch_0481_0490	R_0484	詰め込み式	つめこみしき	lối học nhồi nhét	Cật Nhập Thức
n2_advanced_drafts	batch_0481_0490	R_0484	偏差値	へんさち	điểm chuẩn, chỉ số sai lệch chuẩn (thước đo học lực ở Nhật)	Thiên Soa Trị
n2_advanced_drafts	batch_0481_0490	R_0484	不登校	ふとうこう	chứng không đến trường, từ chối đến trường	Bất Đăng Giáo
n2_advanced_drafts	batch_0481_0490	R_0484	内面化	ないめんか	nội tâm hóa, tiếp nhận vào trong tâm	Nội Diện Hóa
n2_advanced_drafts	batch_0481_0490	R_0484	塾	じゅく	trường dạy thêm, lớp học thêm	Thục
n2_advanced_drafts	batch_0481_0490	R_0484	膨張	ぼうちょう	phình to, bành trướng	Bành Trương
n2_advanced_drafts	batch_0481_0490	R_0484	追い詰める	おいつめる	dồn vào đường cùng, truy đuổi đến cùng	Truy Cật
n2_advanced_drafts	batch_0481_0490	R_0484	知的好奇心	ちてきこうきしん	sự tò mò tri thức	Tri Đích Hảo Kì Tâm
n2_advanced_drafts	batch_0481_0490	R_0484	意識改革	いしきかいかく	cải cách nhận thức, thay đổi ý thức	Ý Thức Cải Cách
n2_advanced_drafts	batch_0481_0490	R_0484	共存	きょうぞん	cộng sinh, cùng tồn tại	Cộng Tồn
n2_advanced_drafts	batch_0481_0490	R_0484	急務	きゅうむ	việc cấp bách, nhiệm vụ khẩn cấp	Cấp Vụ
n2_advanced_drafts	batch_0481_0490	R_0484	尺度	しゃくど	thước đo, tiêu chí đánh giá	Xích Độ
n2_advanced_drafts	batch_0481_0490	R_0485	百寿者	ひゃくじゅしゃ	người sống trên trăm tuổi, centenarian	Bách Thọ Giả
n2_advanced_drafts	batch_0481_0490	R_0485	肩書き	かたがき	danh hiệu, chức danh	Kiên Thư
n2_advanced_drafts	batch_0481_0490	R_0485	充実	じゅうじつ	sự sung mãn, đầy đủ	Sung Thực
n2_advanced_drafts	batch_0481_0490	R_0485	知見	ちけん	phát hiện, kiến thức thu được	Tri Kiến
n2_advanced_drafts	batch_0481_0490	R_0485	移行期	いこうき	giai đoạn chuyển tiếp	Di Hành Kì
n2_advanced_drafts	batch_0481_0490	R_0485	並大抵	なみたいてい	thông thường, bình thường (thường dùng phủ định)	Tịnh Đại Để
n2_advanced_drafts	batch_0481_0490	R_0485	活力	かつりょく	sức sống, sinh lực	Hoạt Lực
n2_advanced_drafts	batch_0481_0490	R_0485	希薄化	きはくか	sự trở nên nhạt nhẽo, lu mờ	Hi Bạc Hóa
n2_advanced_drafts	batch_0481_0490	R_0485	営み	いとなみ	hoạt động, việc làm thường ngày	Doanh
n2_advanced_drafts	batch_0481_0490	R_0485	尊厳	そんげん	phẩm giá, nhân phẩm	Tôn Nghiêm
n2_advanced_drafts	batch_0481_0490	R_0485	見出す	みいだす	tìm thấy, phát hiện ra	Kiến Xuất
n2_advanced_drafts	batch_0481_0490	R_0485	育まれる	はぐくまれる	được nuôi dưỡng, được vun đắp	Dục
n2_advanced_drafts	batch_0481_0490	R_0485	喪失感	そうしつかん	cảm giác mất mát	Tang Thất Cảm
n2_advanced_drafts	batch_0481_0490	R_0485	能動的	のうどうてき	chủ động, tích cực	Năng Động Đích
n2_advanced_drafts	batch_0481_0490	R_0486	相対的貧困	そうたいてきひんこん	nghèo đói tương đối (thu nhập dưới 50% trung vị quốc gia)	Tương Đối Đích Bần Khốn
n2_advanced_drafts	batch_0481_0490	R_0486	隠れた貧困	かくれたひんこん	nghèo đói ẩn giấu, kakure hinkon	Ẩn Bần Khốn
n2_advanced_drafts	batch_0481_0490	R_0486	ひとり親家庭	ひとりおやかてい	gia đình đơn thân	Thân Gia Đình
n2_advanced_drafts	batch_0481_0490	R_0486	掛け持ち	かけもち	làm nhiều việc cùng lúc, kiêm nhiệm	Quải Trì
n2_advanced_drafts	batch_0481_0490	R_0486	賄う	まかなう	trang trải, đủ chi phí	Hối
n2_advanced_drafts	batch_0481_0490	R_0486	学習意欲	がくしゅういよく	động lực học tập	Học Tập Ý Dục
n2_advanced_drafts	batch_0481_0490	R_0486	機会格差	きかいかくさ	chênh lệch cơ hội	Ki Hội Cách Soa
n2_advanced_drafts	batch_0481_0490	R_0486	格差の再生産	かくさのさいせいさん	tái tạo sự bất bình đẳng (truyền nghèo sang thế hệ sau)	Cách Soa Tái Sanh Sản
n2_advanced_drafts	batch_0481_0490	R_0486	子ども食堂	こどもしょくどう	nhà ăn trẻ em (cộng đồng hỗ trợ bữa ăn miễn phí cho trẻ)	Tử Thực Đường
n2_advanced_drafts	batch_0481_0490	R_0486	利用率	りようりつ	tỷ lệ sử dụng	Lợi Dụng Suất
n2_advanced_drafts	batch_0481_0490	R_0486	構造的	こうぞうてき	mang tính cấu trúc, có nguồn gốc cơ cấu	Cấu Tạo Đích
n2_advanced_drafts	batch_0481_0490	R_0486	帰結	きけつ	hậu quả, kết cục	Quy Kết
n2_advanced_drafts	batch_0481_0490	R_0486	網の目をくぐり抜ける	あみのめをくぐりぬける	lọt qua lưới (hỗ trợ), không được hỗ trợ đến nơi	Võng Mục Bạt
n2_advanced_drafts	batch_0481_0490	R_0487	擬人化	ぎじんか	nhân hóa, gán tính chất người cho vật	Nghĩ Nhân Hóa
n2_advanced_drafts	batch_0481_0490	R_0487	先駆的	せんくてき	tiên phong, đi trước	Tiên Khu Đích
n2_advanced_drafts	batch_0481_0490	R_0487	情緒的	じょうちょてき	thuộc về tình cảm, cảm xúc	Tình Tự Đích
n2_advanced_drafts	batch_0481_0490	R_0487	絆	きずな	mối ràng buộc, gắn bó tình cảm	Bán
n2_advanced_drafts	batch_0481_0490	R_0487	代替	だいたい	thay thế	Đại Thế
n2_advanced_drafts	batch_0481_0490	R_0487	地平	ちへい	địa hạt, chân trời (nghĩa trừu tượng)	Địa Bình
n2_advanced_drafts	batch_0481_0490	R_0487	アルゴリズム	アルゴリズム	thuật toán	
n2_advanced_drafts	batch_0481_0490	R_0487	逆説	ぎゃくせつ	nghịch lý	Nghịch Thuyết
n2_advanced_drafts	batch_0481_0490	R_0487	制度化	せいどか	thể chế hóa, luật hóa	Chế Độ Hóa
n2_advanced_drafts	batch_0481_0490	R_0487	回避	かいひ	né tránh, tránh né	Hồi Tị
n2_advanced_drafts	batch_0481_0490	R_0487	学際的	がくさいてき	liên ngành	Học Tế Đích
n2_advanced_drafts	batch_0481_0490	R_0487	直結	ちょっけつ	liên kết trực tiếp	Trực Kết
n2_advanced_drafts	batch_0481_0490	R_0488	体現	たいげん	thể hiện, hiện thân	Thể Hiện
n2_advanced_drafts	batch_0481_0490	R_0488	わび茶	わびちゃ	trà wabi (phong cách trà đạo đơn giản, tịch lặng của Rikyu)	Trà
n2_advanced_drafts	batch_0481_0490	R_0488	亭主	ていしゅ	chủ nhân buổi trà đạo	Đình Chủ
n2_advanced_drafts	batch_0481_0490	R_0488	全身全霊	ぜんしんぜんれい	toàn thân toàn tâm, hết sức lực và tâm ý	Toàn Thân Toàn Linh
n2_advanced_drafts	batch_0481_0490	R_0488	所作	しょさ	cử chỉ, tác phong, động tác	Sở Tác
n2_advanced_drafts	batch_0481_0490	R_0488	床の間	とこのま	tokonoma (ô tường trang trọng trong phòng kiểu Nhật)	Sàng Gian
n2_advanced_drafts	batch_0481_0490	R_0488	不可逆	ふかぎゃく	không thể đảo ngược	Bất Khả Nghịch
n2_advanced_drafts	batch_0481_0490	R_0488	無常観	むじょうかん	vô thường quan, quan niệm về sự vô thường	Vô Thường Quan
n2_advanced_drafts	batch_0481_0490	R_0488	移ろいゆく	うつろいゆく	trôi qua, biến đổi theo thời gian	Di
n2_advanced_drafts	batch_0481_0490	R_0488	遮断	しゃだん	ngắt, cách ly, chặn đứng	Già Đoạn
n2_advanced_drafts	batch_0481_0490	R_0488	流派	りゅうは	trường phái, phái	Lưu Phái
n2_advanced_drafts	batch_0481_0490	R_0488	眼差し	まなざし	cái nhìn, ánh mắt	Nhãn Soa
n2_advanced_drafts	batch_0481_0490	R_0488	不完全さ	ふかんぜんさ	sự không hoàn hảo	Bất Hoàn Toàn
n2_advanced_drafts	batch_0481_0490	R_0488	核心	かくしん	cốt lõi, trọng tâm	Hạch Tâm
n2_advanced_drafts	batch_0481_0490	R_0489	もの悲しさ	ものがなしさ	nỗi buồn man mác, cảm giác tiếc thương trước sự vô thường (mono no aware)	Bi
n2_advanced_drafts	batch_0481_0490	R_0489	無常観	むじょうかん	quan niệm vô thường, ý thức về sự biến đổi không ngừng của vạn vật	Vô Thường Quan
n2_advanced_drafts	batch_0481_0490	R_0489	受賞演説	じゅしょうえんぜつ	bài diễn thuyết nhận giải	Thụ Thưởng Diễn Thuyết
n2_advanced_drafts	batch_0481_0490	R_0489	書き出し	かきだし	câu mở đầu, phần đầu tác phẩm	Thư Xuất
n2_advanced_drafts	batch_0481_0490	R_0489	俳句的感性	はいくてきかんせい	cảm thức mang tính haiku	Bài Cú Đích Cảm Tính
n2_advanced_drafts	batch_0481_0490	R_0489	余韻	よいん	dư âm, dư vang sau khi kết thúc	Dư Vận
n2_advanced_drafts	batch_0481_0490	R_0489	叙述手法	じょじゅつしゅほう	thủ pháp tự sự, phương pháp kể chuyện	Tự Thuật Thủ Pháp
n2_advanced_drafts	batch_0481_0490	R_0489	結晶化	けっしょうか	kết tinh hóa	Kết Tinh Hóa
n2_advanced_drafts	batch_0481_0490	R_0489	幻影	げんえい	ảo ảnh	Huyễn Ảnh
n2_advanced_drafts	batch_0481_0490	R_0489	断絶	だんぜつ	sự đứt đoạn, khoảng cách không thể vượt qua	Đoạn Tuyệt
n2_advanced_drafts	batch_0481_0490	R_0489	一途な	いちずな	một lòng một dạ, chuyên tâm	Nhất Đồ
n2_advanced_drafts	batch_0481_0490	R_0489	滅び	ほろび	sự diệt vong, sự tan biến	Diệt
n2_advanced_drafts	batch_0481_0490	R_0490	バブル崩壊	バブルほうかい	sự sụp đổ bong bóng kinh tế	Băng Hoại
n2_advanced_drafts	batch_0481_0490	R_0490	終身雇用	しゅうしんこよう	chế độ việc làm suốt đời	Chung Thân Cố Dụng
n2_advanced_drafts	batch_0481_0490	R_0490	就職氷河期	しゅうしょくひょうがき	kỷ băng hà tuyển dụng	Tựu Chức Băng Hà Kì
n2_advanced_drafts	batch_0481_0490	R_0490	非正規雇用	ひせいきこよう	việc làm phi chính thức	Phi Chánh Quy Cố Dụng
n2_advanced_drafts	batch_0481_0490	R_0490	引きこもり	ひきこもり	tình trạng tự cô lập hoàn toàn với xã hội	Dẫn
n2_advanced_drafts	batch_0481_0490	R_0490	自己効力感	じここうりょくかん	cảm giác tự hiệu quả, niềm tin vào năng lực bản thân	Tự Kỉ Hiệu Lực Cảm
n2_advanced_drafts	batch_0481_0490	R_0490	転嫁	てんか	chuyển giao, đổ lên (trách nhiệm, gánh nặng)	Chuyển Giá
n2_advanced_drafts	batch_0481_0490	R_0490	構造的矛盾	こうぞうてきむじゅん	mâu thuẫn mang tính cấu trúc	Cấu Tạo Đích Mâu Thuẫn
n2_advanced_drafts	batch_0481_0490	R_0490	包括的	ほうかつてき	toàn diện, bao quát	Bao Quát Đích
n2_advanced_drafts	batch_0481_0490	R_0490	生活困窮者	せいかつこんきゅうしゃ	người gặp khó khăn về sinh kế	Sanh Hoạt Khốn Cùng Giả
n2_advanced_drafts	batch_0481_0490	R_0490	尾を引く	おをひく	để lại hệ lụy kéo dài	Vĩ Dẫn
n2_advanced_drafts	batch_0481_0490	R_0490	画一的	かくいつてき	đồng loạt, rập khuôn, không phân biệt cá nhân	Họa Nhất Đích
n2_advanced_drafts	batch_0491_0500	R_0491	純粋経験	じゅんすいけいけん	kinh nghiệm thuần túy (pure experience — khái niệm trung tâm của Nishida)	Thuần Túy Kinh Nghiệm
n2_advanced_drafts	batch_0491_0500	R_0491	主客二元論	しゅきゃくにげんろん	nhị nguyên luận chủ-khách (subject-object dualism)	Chủ Khách Nhị Nguyên Luận
n2_advanced_drafts	batch_0491_0500	R_0491	場所	ばしょ	nơi chốn / Basho — khái niệm triết học của Nishida chỉ nền của sự tồn tại	Tràng Sở
n2_advanced_drafts	batch_0491_0500	R_0491	絶対矛盾的自己同一	ぜったいむじゅんてきじこどういつ	tự đồng nhất mâu thuẫn tuyệt đối (absolute contradictory self-identity)	Tuyệt Đối Mâu Thuẫn Đích Tự Kỉ Đồng Nhất
n2_advanced_drafts	batch_0491_0500	R_0491	縁起	えんぎ	duyên khởi (Pratityasamutpada — khái niệm Phật giáo về quan hệ phụ thuộc)	Duyên Khởi
n2_advanced_drafts	batch_0491_0500	R_0491	行為的直観	こういてきちょっかん	trực quan hành vi (acting intuition — nhận thức qua hành động)	Hành Vi Đích Trực Quan
n2_advanced_drafts	batch_0491_0500	R_0491	止揚	しよう	tổng hợp / aufheben (khái niệm biện chứng pháp của Hegel)	Chỉ Dương
n2_advanced_drafts	batch_0491_0500	R_0491	弁証法	べんしょうほう	biện chứng pháp (dialectics)	Biện Chứng Pháp
n2_advanced_drafts	batch_0491_0500	R_0491	非矛盾律	ひむじゅんりつ	nguyên tắc phi mâu thuẫn (law of non-contradiction)	Phi Mâu Thuẫn Luật
n2_advanced_drafts	batch_0491_0500	R_0491	思惟様式	しいようしき	phương thức tư duy (mode of thinking)	Tư Duy Dạng Thức
n2_advanced_drafts	batch_0491_0500	R_0491	京都学派	きょうとがくは	Trường phái Kyoto (trường phái triết học Nhật Bản do Nishida sáng lập)	Kinh Đô Học Phái
n2_advanced_drafts	batch_0491_0500	R_0491	実体論	じったいろん	thực thể luận (substance theory / ontology)	Thực Thể Luận
n2_advanced_drafts	batch_0491_0500	R_0491	礎	いしずえ	nền móng, cơ sở	Sở
n2_advanced_drafts	batch_0491_0500	R_0491	洞察	どうさつ	cái nhìn sâu sắc, sự thấu hiểu	Động Sát
n2_advanced_drafts	batch_0491_0500	R_0491	根源的	こんげんてき	có nguồn gốc sâu xa, căn bản, căn nguyên	Căn Nguyên Đích
n2_advanced_drafts	batch_0491_0500	R_0492	メチル水銀	メチルすいぎん	methyl thủy ngân	Thủy Ngân
n2_advanced_drafts	batch_0491_0500	R_0492	神経障害	しんけいしょうがい	tổn thương thần kinh	Thần Kinh Chướng Hại
n2_advanced_drafts	batch_0491_0500	R_0492	公害	こうがい	ô nhiễm môi trường, công hại	Công Hại
n2_advanced_drafts	batch_0491_0500	R_0492	不作為	ふさくい	sự vô tác vi, không hành động khi cần	Bất Tác Vi
n2_advanced_drafts	batch_0491_0500	R_0492	隠蔽	いんぺい	che giấu, ém nhẹm	Ẩn Tất
n2_advanced_drafts	batch_0491_0500	R_0492	認定	にんてい	công nhận, chứng nhận	Nhận Định
n2_advanced_drafts	batch_0491_0500	R_0492	石牟礼道子	いしむれみちこ	Ishimure Michiko (nhà văn ghi chép về Minamata)	Thạch Mâu Lễ Đạo Tử
n2_advanced_drafts	batch_0491_0500	R_0492	苦海浄土	くがいじょうど	Biển khổ, cõi tịnh (tác phẩm văn học về Minamata)	Khổ Hải Tịnh Thổ
n2_advanced_drafts	batch_0491_0500	R_0492	浮き彫り	うきぼり	phơi bày rõ ràng, khắc nổi	Phù Điêu
